city,country,region,latitude,longitude,cost_per_day_usd,avg_temp_c,beach,culture,nature,nightlife,food,adventure,relaxation,popularity,safety,temp_month_1,temp_month_2,temp_month_3,temp_month_4,temp_month_5,temp_month_6,temp_month_7,temp_month_8,temp_month_9,temp_month_10,temp_month_11,temp_month_12,source_dataset,description
San Jose,United States,north_america,37.3361663,-121.890591,240,16.041666666666668,4,6,8,6,6,6,6,8,7,11.2,12.0,13.5,15.0,16.7,19.6,20.6,20.8,20.4,18.3,13.5,10.9,kaggle_worldwide_travel_cities,"A blend of innovation and natural beauty, with sunlit streets, tech-savvy energy, and nearby escapes to lush parks and rolling hills."
Orlando,United States,north_america,28.5421109,-81.3790304,135,23.308333333333334,4,6,6,8,6,8,6,8,7,16.1,18.5,21.0,23.4,25.9,27.6,28.2,28.2,27.2,24.4,21.3,17.9,kaggle_worldwide_travel_cities,"Theme parks brimming with excitement, vibrant entertainment districts, and sunny afternoons create a lively atmosphere perfect for family adventures and fun-filled days."
Sighisoara,Romania,europe,46.2202037,24.7934483,70,10.316666666666665,2,10,6,4,6,6,4,4,7,0.0,1.5,5.4,9.3,14.7,19.9,20.8,20.8,15.6,9.5,4.6,1.7,kaggle_worldwide_travel_cities,"Cobblestone streets and colorful medieval towers create a fairy-tale setting, inviting you to wander and uncover centuries-old secrets around every corner."
Vancouver,Canada,north_america,49.2608724,-123.113952,240,11.508333333333335,6,8,10,8,8,8,8,10,7,5.4,5.2,7.7,10.0,14.3,16.9,19.8,19.4,15.9,11.2,7.5,4.8,kaggle_worldwide_travel_cities,"Nestled between ocean and mountains, this city offers a harmonious blend of urban excitement and serene natural beauty, perfect for outdoor enthusiasts."
Keswick,United Kingdom,europe,54.6009812,-3.1375822,135,10.125,4,6,10,4,6,8,6,4,7,4.5,6.2,7.2,8.3,11.8,14.6,16.1,15.7,13.5,10.6,7.5,5.5,kaggle_worldwide_travel_cities,"Surrounded by majestic peaks and serene lakes, this charming town offers a peaceful escape with invigorating hikes and quaint local shops."
Bologna,Italy,europe,44.4938203,11.3426327,135,15.025000000000004,2,10,6,6,10,4,6,8,7,4.1,7.0,10.3,13.6,17.9,23.6,26.4,25.9,20.8,15.9,9.5,5.3,kaggle_worldwide_travel_cities,"Strolling under ancient porticoes, savoring rich aromas of fresh pasta, and enjoying lively piazzas create a warm, welcoming atmosphere."
Isle of Skye,United Kingdom,europe,57.36300795,-6.302173669619252,135,9.833333333333334,6,6,10,2,6,8,6,2,7,5.8,6.2,7.2,8.2,11.0,13.0,14.0,14.2,13.0,10.9,8.0,6.5,kaggle_worldwide_travel_cities,"Dramatic landscapes with rugged cliffs and serene lochs create an enchanting atmosphere, perfect for exploring nature and experiencing tranquil moments."
Guimarães,Portugal,europe,41.4417677,-8.2955712,135,15.416666666666666,2,8,6,4,8,6,6,6,7,10.4,11.7,13.0,14.3,16.5,18.0,19.8,19.5,18.8,17.1,13.8,12.1,kaggle_worldwide_travel_cities,"Cobblestone streets, medieval architecture, and a welcoming atmosphere make wandering feel like stepping back in time, rich with history and charm."
Macau,China,asia,22.1757605,113.5514142,135,23.641666666666666,4,8,4,10,8,6,6,10,7,16.6,16.9,19.8,23.1,26.3,28.5,29.2,28.8,28.5,25.8,22.5,17.7,kaggle_worldwide_travel_cities,"A unique blend of Portuguese heritage and vibrant Chinese culture, with bustling streets, aromatic food stalls, and dazzling casino lights."
Salento,Colombia,south_america,4.6373012,-75.569799,70,22.591666666666665,2,8,10,4,8,8,6,4,7,22.6,23.0,22.5,22.4,22.5,22.5,22.8,23.4,22.6,22.0,22.5,22.3,kaggle_worldwide_travel_cities,"Rolling green hills and colorful streets create a welcoming vibe, with coffee aromas and vibrant landscapes offering a true sensory escape."
Zagreb,Croatia,europe,45.8130967,15.9772795,135,14.066666666666668,2,8,6,6,8,6,6,8,7,3.3,6.1,9.3,13.8,18.0,23.3,25.0,24.6,19.1,13.9,8.1,4.3,kaggle_worldwide_travel_cities,"A blend of charming cobblestone streets, vibrant markets, and lively cafes creates an inviting atmosphere filled with history and modern culture."
Quito,Ecuador,south_america,-0.2201641,-78.5123274,70,13.975,4,10,8,6,8,8,6,6,7,14.2,13.6,13.8,13.8,14.2,13.4,13.5,14.3,14.7,13.8,14.2,14.2,kaggle_worldwide_travel_cities,"Wander through cobblestone streets with vibrant colonial architecture, surrounded by the scent of Andean spices and the hum of lively markets."
San Salvador,El Salvador,north_america,13.6989939,-89.1914249,70,23.583333333333332,6,6,6,6,8,6,4,6,7,22.7,23.4,24.3,24.6,24.1,23.9,23.7,23.6,23.7,23.6,22.8,22.6,kaggle_worldwide_travel_cities,"Lively streets buzz with local vendors and colorful markets, while nearby volcanoes and lush landscapes offer a sense of adventure and natural beauty."
Suva,Fiji,oceania,-18.1415884,178.4421662,135,25.341666666666665,6,6,8,6,6,6,6,6,7,26.9,27.2,26.8,26.3,24.9,24.0,23.6,23.2,23.9,24.9,25.9,26.5,kaggle_worldwide_travel_cities,"Tropical breezes mingle with the vibrant bustle of markets and the warmth of welcoming locals, creating an inviting and lively atmosphere."
Toulouse,France,europe,43.6044622,1.4442469,135,14.691666666666668,4,8,6,8,8,6,6,8,7,6.2,8.2,10.4,13.1,16.5,21.1,23.5,23.5,19.8,15.7,10.4,7.9,kaggle_worldwide_travel_cities,"Charming cobblestone streets, pink-hued buildings, and a lively café culture create a welcoming atmosphere that's both vibrant and soothing."
Frankfurt,Germany,europe,50.1106444,8.6820917,135,12.216666666666669,2,8,6,8,8,4,6,10,7,3.6,4.9,7.8,11.3,15.5,20.1,21.4,21.3,16.9,12.0,7.0,4.8,kaggle_worldwide_travel_cities,"Skyscrapers and historic charm blend seamlessly, offering a dynamic cityscape where modernity meets tradition, all underlined by a vibrant cultural scene."
Accra,Ghana,africa,5.5571096,-0.2012376,70,27.849999999999998,6,8,6,6,8,6,6,6,7,28.7,29.1,29.2,29.1,28.5,27.0,26.1,25.8,26.2,27.3,28.4,28.8,kaggle_worldwide_travel_cities,"Lively streets filled with vibrant markets, rhythmic music, and the aroma of spicy street food create a captivating and energetic atmosphere."
Cayenne,French Guiana,south_america,4.9371544,-52.3258736,135,25.625,6,6,10,4,6,8,4,4,7,25.2,24.7,25.6,25.3,24.3,25.1,25.4,26.4,27.3,27.2,26.4,24.6,kaggle_worldwide_travel_cities,"Tropical vibes meet colonial charm with bustling markets, vibrant street life, and lush greenery creating a unique and inviting atmosphere."
Launceston,Australia,oceania,-41.4340813,147.1373496,135,12.524999999999999,4,6,10,4,6,8,6,6,7,18.6,17.7,16.0,12.7,9.6,7.5,7.2,8.2,10.0,11.4,14.7,16.7,kaggle_worldwide_travel_cities,"Charming streets lined with heritage buildings, surrounded by lush parks and vineyards, offer a welcoming atmosphere with a touch of rustic elegance."
Valparaíso,Chile,south_america,-33.0458456,-71.6196749,135,13.691666666666668,6,8,6,8,8,6,6,8,7,16.8,16.8,16.2,14.1,12.3,11.8,10.5,11.0,12.0,12.8,14.2,15.8,kaggle_worldwide_travel_cities,"Colorful hillside neighborhoods cascade down to the bustling port, where vibrant street art and ocean breezes create an inspiring, bohemian atmosphere."
Colmar,France,europe,48.0777517,7.3579641,135,12.275,2,8,6,4,8,4,6,4,7,3.2,5.9,8.4,10.9,15.1,20.0,21.4,21.3,17.2,12.8,6.6,4.5,kaggle_worldwide_travel_cities,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries."
Bratislava,Slovakia,europe,48.1516988,17.1093063,135,12.008333333333333,2,8,6,6,6,6,6,6,7,1.3,3.9,7.6,11.3,15.8,21.3,22.9,22.5,17.3,11.7,6.1,2.4,kaggle_worldwide_travel_cities,"Charming cobblestone streets and lively squares invite you to explore colorful facades, historic landmarks, and cozy cafés offering a warm, welcoming vibe."
Hong Kong,Hong Kong,asia,22.2793278,114.1628131,240,24.48333333333333,4,10,6,10,10,6,6,10,7,17.4,18.4,21.2,24.1,26.7,29.2,30.0,29.4,29.1,26.5,23.3,18.5,kaggle_worldwide_travel_cities,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks."
Trinidad,Cuba,north_america,21.8052055,-79.9845797,70,27.11666666666667,6,10,8,6,8,6,6,4,7,24.4,25.0,26.0,27.0,27.9,28.6,29.3,28.9,28.6,28.0,26.5,25.2,kaggle_worldwide_travel_cities,"Cobblestone streets echo with the sounds of salsa music, while colorful colonial buildings and vibrant markets create a lively, timeless atmosphere."
Plovdiv,Bulgaria,europe,42.1418541,24.7499297,70,14.133333333333335,2,8,6,6,8,6,6,6,7,2.5,5.5,9.3,13.1,17.1,22.7,25.5,25.4,20.8,14.3,8.8,4.6,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant street art, and ancient ruins create a unique blend of history and modernity, inviting leisurely exploration."
Maui,United States,oceania,20.8029568,-156.31068331602177,240,24.291666666666668,10,6,10,6,8,8,8,4,7,22.5,22.1,22.5,23.4,24.2,25.1,25.9,26.2,26.4,25.5,24.4,23.3,kaggle_worldwide_travel_cities,"Lush landscapes, vibrant sunsets, and the gentle sound of ocean waves create an inviting and tranquil island atmosphere perfect for unwinding."
Khiva,Uzbekistan,asia,41.3776893,60.3620006,70,14.258333333333333,2,10,6,4,6,4,4,4,7,-0.4,2.0,8.7,16.7,23.0,28.5,30.2,26.3,20.1,12.0,4.4,-0.4,kaggle_worldwide_travel_cities,"Wander through ancient, sun-drenched streets surrounded by intricately carved minarets and walls, where history whispers from every corner and time feels suspended."
Belize City,Belize,north_america,17.5002768,-88.1988737,135,27.40833333333333,6,6,8,6,8,8,6,6,7,24.6,25.5,26.8,28.2,29.0,29.0,29.0,29.0,28.8,27.6,26.2,25.2,kaggle_worldwide_travel_cities,"A vibrant mix of Caribbean charm and colonial history, with bustling markets, colorful streets, and the gentle sound of the sea nearby."
Harare,Zimbabwe,africa,-17.8567035,31.0601584,70,19.491666666666667,2,6,8,4,6,6,4,6,7,21.1,21.3,20.9,19.6,16.8,14.7,14.6,17.5,20.6,22.4,22.3,22.1,kaggle_worldwide_travel_cities,"Vibrant streets filled with colorful markets, the scent of blooming jacarandas, and a lively atmosphere make every moment feel uniquely captivating."
Ubud,Indonesia,asia,-8.5068977,115.2622931,70,27.724999999999998,4,8,10,4,8,6,10,4,7,28.0,28.0,28.3,28.4,28.0,27.4,26.7,26.5,27.1,27.7,28.4,28.2,kaggle_worldwide_travel_cities,"Lush rice terraces, serene temples, and a vibrant arts scene create a peaceful yet inspiring atmosphere perfect for rejuvenation and exploration."
Punta del Este,Uruguay,south_america,-34.9632342,-54.9439981,135,16.900000000000002,10,6,6,10,8,6,6,8,7,23.1,23.0,21.2,17.8,13.7,11.8,10.8,11.7,13.8,15.9,19.2,20.8,kaggle_worldwide_travel_cities,"Golden beaches meet vibrant nightlife, creating a lively yet laid-back atmosphere where ocean breezes, art, and music fill the air."
Rapa Nui,Chile,south_america,-27.1259317,-109.3495887,240,20.65833333333333,6,10,8,4,6,6,4,2,7,23.2,23.8,23.4,22.2,20.4,18.9,18.1,18.2,18.1,19.1,20.6,21.9,kaggle_worldwide_travel_cities,"Mystical landscapes dotted with iconic stone statues create a serene yet awe-inspiring atmosphere, perfect for those seeking a unique cultural experience."
Cork,Ireland,europe,51.8985136,-8.4726423,135,10.174999999999999,4,8,8,6,8,6,6,6,7,5.9,6.3,6.5,8.6,11.3,13.8,15.3,15.0,13.3,10.9,8.1,7.1,kaggle_worldwide_travel_cities,"Charming streets lined with colorful shops and lively pubs create a welcoming vibe, while the nearby coast offers stunning natural beauty."
Batumi,Georgia,asia,41.6509502,41.6360085,70,15.649999999999999,8,6,8,6,8,6,6,6,7,8.2,8.3,10.1,12.9,16.6,21.7,23.6,24.8,21.5,17.0,13.0,10.1,kaggle_worldwide_travel_cities,"A coastal city where lush green mountains meet the Black Sea, offering a blend of modern architecture and charming historic streets."
Vladivostok,Russia,asia,43.1150678,131.8855768,135,5.791666666666667,4,8,8,6,6,6,4,6,7,-11.5,-7.6,0.0,6.2,11.2,14.5,19.5,20.7,16.8,9.4,-0.7,-9.0,kaggle_worldwide_travel_cities,"Sweeping ocean views, bustling ports, and a mix of Russian and Asian influences create a dynamic and intriguing atmosphere."
Murmansk,Russia,asia,68.970665,33.07497,135,1.2250000000000008,2,6,8,4,4,6,4,6,7,-12.1,-8.7,-4.9,-0.2,5.7,10.6,14.5,12.6,8.3,1.6,-4.0,-8.7,kaggle_worldwide_travel_cities,"Cold winds sweep across the Arctic landscape, where northern lights dance in the sky and the stark beauty of nature feels otherworldly."
Moscow,Russia,asia,55.625578,37.6063916,135,6.841666666666668,2,10,4,8,8,6,6,10,7,-5.8,-4.5,-0.1,7.1,12.9,18.5,19.3,18.8,12.8,6.4,0.2,-3.5,kaggle_worldwide_travel_cities,"Grand architecture, vibrant streets, and a rich cultural tapestry create a dynamic atmosphere where history and modern life intertwine seamlessly."
St Petersburg,Russia,asia,59.9606739,30.1586551,135,6.825,2,10,6,8,8,4,6,10,7,-4.5,-3.3,0.3,5.2,11.8,17.2,18.6,17.7,13.0,6.4,1.5,-2.0,kaggle_worldwide_travel_cities,"Grand palaces and winding canals create an enchanting atmosphere, where every corner reveals rich history and artistic treasures."
Caye Caulker,Belize,north_america,17.7395148,-88.0336867,70,27.408333333333335,8,6,8,6,8,8,6,4,7,24.6,25.6,26.8,28.1,29.0,29.0,29.0,29.0,28.8,27.6,26.2,25.2,kaggle_worldwide_travel_cities,"Charming sandy streets, vibrant Caribbean colors, and a laid-back vibe invite you to unwind and soak up the island's easygoing atmosphere."
Fort Lauderdale,United States,north_america,26.1223084,-80.1433786,135,25.53333333333333,10,6,6,8,8,6,8,8,7,20.4,22.3,23.4,25.4,26.7,28.1,29.0,29.1,28.3,26.9,24.4,22.4,kaggle_worldwide_travel_cities,"Palm-lined beaches and vibrant nightlife create an inviting atmosphere, where the gentle ocean breeze and warm sun make relaxation effortless."
Abu Dhabi,United Arab Emirates,middle_east,24.4538352,54.3774014,240,29.249999999999996,8,8,6,6,8,6,8,10,7,20.5,21.6,24.6,28.5,32.5,34.9,36.8,36.5,34.4,31.2,26.9,22.6,kaggle_worldwide_travel_cities,"Modern skyscrapers meet serene desert landscapes, offering a blend of luxury and tradition with vibrant souks and stunning coastal views."
Casablanca,Morocco,africa,33.5945144,-7.6200284,70,19.341666666666665,6,8,4,8,8,6,6,8,7,14.3,14.9,16.1,18.2,20.3,22.1,23.9,24.4,23.2,21.4,17.7,15.6,kaggle_worldwide_travel_cities,"Vibrant markets, aromatic spices, and stunning architecture create an inviting atmosphere, blending modern energy with rich cultural heritage."
Meknes,Morocco,africa,33.8984131,-5.5321582,70,18.05,2,8,6,4,8,4,6,6,7,10.3,11.6,13.2,15.4,19.7,22.7,26.7,27.0,23.2,20.3,14.6,11.9,kaggle_worldwide_travel_cities,Winding streets filled with the scent of spices and the sound of lively markets create a captivating and intimate experience.
Gold Coast,Australia,oceania,-28.0023731,153.4145987,135,20.558333333333334,10,6,8,8,8,8,6,8,7,24.6,24.6,23.7,21.1,18.4,16.6,15.8,16.8,18.5,20.5,22.2,23.9,kaggle_worldwide_travel_cities,"Endless beaches and vibrant nightlife create a lively yet laid-back vibe, with surfers and sun-seekers enjoying the warm, golden sands."
Rarotonga,Cook Islands,oceania,-21.2368312,-159.7774744,135,24.758333333333336,10,6,10,4,6,8,8,4,7,26.6,26.8,26.9,26.0,24.8,23.6,22.9,22.7,23.1,23.4,24.6,25.7,kaggle_worldwide_travel_cities,"Lush green mountains meet crystal-clear lagoons, offering a tranquil escape where the gentle rhythm of island life captivates your senses."
Funafuti,Tuvalu,oceania,-8.5199633,179.1982548,240,29.075000000000003,8,4,6,2,4,4,4,2,7,29.2,28.8,29.2,29.2,29.3,29.2,28.9,28.8,29.0,29.1,29.2,29.0,kaggle_worldwide_travel_cities,"Gentle sea breezes, vibrant sunsets, and the rhythmic sound of waves create a serene backdrop for a truly tranquil escape."
Playa del Carmen,Mexico,north_america,20.6308643,-87.0779503,135,27.10833333333333,10,6,8,8,8,8,8,6,7,24.7,25.0,26.4,27.3,28.7,28.3,29.1,28.8,28.2,27.4,26.2,25.2,kaggle_worldwide_travel_cities,"Sun-drenched beaches, vibrant nightlife, and a laid-back vibe create an inviting atmosphere perfect for both adventure and relaxation."
Sharm El Sheikh,Egypt,africa,27.8644422,34.295447,135,24.683333333333334,10,6,8,8,6,8,8,6,7,14.9,15.7,19.3,24.4,28.7,32.3,33.0,33.0,31.0,26.4,20.8,16.7,kaggle_worldwide_travel_cities,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.
Ayers Rock,Australia,oceania,-25.3455545,131.0369615,240,23.0,2,8,10,2,4,8,6,2,7,31.1,30.8,28.3,22.2,17.1,13.6,13.6,17.1,21.0,25.2,26.2,29.8,kaggle_worldwide_travel_cities,"The vast, red desert landscape offers a profound sense of solitude, with breathtaking sunsets and the spiritual aura of ancient rock formations."
Moorea,French Polynesia,oceania,-17.533306,-149.8386006,240,26.53333333333333,10,6,10,4,8,8,10,4,7,26.8,27.2,27.4,27.2,26.9,26.0,25.5,25.3,25.7,26.1,27.0,27.3,kaggle_worldwide_travel_cities,"Lush green mountains meet turquoise lagoons, creating a serene paradise where gentle ocean breezes and vibrant coral reefs invite endless exploration."
Salzburg,Austria,europe,47.7981346,13.0464806,135,10.549999999999999,2,10,8,6,8,6,6,6,7,0.8,3.0,5.7,10.0,14.0,19.0,20.3,20.0,15.2,11.1,5.3,2.2,kaggle_worldwide_travel_cities,"Charming cobblestone streets lead to stunning baroque architecture and cozy coffeehouses, creating a warm, inviting atmosphere that's both historic and lively."
Turin,Italy,europe,45.0677551,7.6824892,135,13.133333333333333,2,10,6,6,8,4,6,8,7,3.1,5.4,7.8,12.6,15.7,21.4,24.2,23.4,19.1,13.9,7.9,3.1,kaggle_worldwide_travel_cities,"Strolling through elegant piazzas and baroque architecture, you'll feel the city's rich history and vibrant cultural scene come alive around you."
Lugano,Switzerland,europe,46.0050102,8.9520281,240,13.299999999999999,4,6,10,6,8,6,8,6,7,3.7,5.9,8.9,12.6,16.4,21.4,23.9,22.9,18.4,13.6,7.9,4.0,kaggle_worldwide_travel_cities,"Nestled by a serene lake and surrounded by lush mountains, this charming spot offers a delightful blend of Swiss and Italian cultures."
Goa,India,asia,15.3004543,74.0855134,135,27.58333333333334,10,8,6,10,8,8,6,6,7,26.0,27.0,28.2,29.5,29.8,27.7,26.5,26.5,26.8,27.8,28.1,27.1,kaggle_worldwide_travel_cities,"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture."
Islamabad,Pakistan,asia,33.6938118,73.0651511,135,22.316666666666666,2,8,10,4,8,6,6,6,7,10.8,14.4,18.7,24.0,28.8,31.3,29.9,29.4,28.2,23.5,16.8,12.0,kaggle_worldwide_travel_cities,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience."
Fortaleza,Brazil,south_america,-3.7304512,-38.5217989,135,27.674999999999997,10,6,6,8,8,8,6,6,7,27.9,27.8,27.5,27.6,27.7,27.4,27.1,27.2,27.5,27.9,28.2,28.3,kaggle_worldwide_travel_cities,"Golden beaches with rolling waves, bustling markets, and vibrant nightlife create an energetic blend of relaxation and excitement."
Antofagasta,Chile,south_america,-23.6463741,-70.3980033,135,16.849999999999998,6,6,8,4,6,6,4,6,7,20.2,20.7,19.3,17.5,15.7,14.6,14.1,14.3,14.7,15.4,17.1,18.6,kaggle_worldwide_travel_cities,"A coastal city where the desert meets the sea, offering dramatic landscapes, vibrant sunsets, and a unique blend of tranquility and adventure."
Bariloche,Argentina,south_america,-41.1334781,-71.3101474,135,8.875,4,6,10,6,8,10,6,6,7,15.9,15.9,12.6,8.8,5.4,3.1,2.1,3.5,5.5,8.0,11.5,14.2,kaggle_worldwide_travel_cities,Lakeside vistas and snow-capped mountains create a serene backdrop for outdoor adventures and cozy evenings in charming alpine-style lodges.
Quebec City,Canada,north_america,46.8137431,-71.2084061,135,6.075,4,10,8,6,8,6,6,8,7,-9.4,-9.1,-3.5,3.9,12.6,17.4,20.7,19.8,15.8,8.5,1.3,-5.1,kaggle_worldwide_travel_cities,"Cobblestone streets and historic architecture create a charming old-world atmosphere, with lively festivals and cozy bistros offering a warm, inviting experience."
Zion National Park,United States,north_america,37.3247408,-113.0048036,135,13.725,2,4,10,2,4,10,6,2,7,1.6,3.5,6.7,12.6,18.0,24.5,28.1,25.4,20.9,14.7,6.1,2.6,kaggle_worldwide_travel_cities,"Towering red rock cliffs and serene hiking trails offer a breathtaking escape into nature, where every turn reveals a stunning new vista."
Espiritu Santo,Vanuatu,oceania,-15.1563411,167.0510705,135,26.358333333333334,10,6,10,4,6,8,6,2,7,27.3,27.4,27.0,27.1,26.2,25.6,25.2,24.9,25.4,26.1,26.8,27.3,kaggle_worldwide_travel_cities,"Lush rainforests, crystal-clear waters, and vibrant coral reefs create an idyllic setting for adventure and relaxation on this tropical island."
Kota Kinabalu,Malaysia,asia,5.9780066,116.0728988,135,27.83333333333334,8,6,10,6,8,8,6,6,7,27.3,27.3,27.7,28.5,28.8,28.1,27.9,28.0,27.7,27.6,27.6,27.5,kaggle_worldwide_travel_cities,"Lush rainforests meet vibrant city life, offering a blend of natural wonders and cultural richness that invites exploration and adventure."
Lake Tahoe,United States,north_america,39.0885405,-120.0503528,240,7.324999999999999,6,4,10,6,6,10,8,4,7,-1.6,-0.2,3.0,5.3,8.8,14.8,18.3,17.3,13.8,8.1,1.3,-1.0,kaggle_worldwide_travel_cities,"Pristine blue waters surrounded by towering pines and mountains create a serene escape, perfect for both adventure and relaxation in nature's embrace."
Antalya,Turkey,asia,36.8865728,30.7030242,135,19.966666666666665,10,8,8,8,8,8,8,6,7,10.9,11.8,14.0,17.6,21.7,25.9,30.1,29.5,26.7,22.2,16.8,12.4,kaggle_worldwide_travel_cities,"Sun-drenched beaches meet ancient ruins and bustling bazaars, offering a blend of relaxation and cultural exploration in a picturesque coastal setting."
Cappadocia,Turkey,asia,38.6386753,34.8457712,135,12.808333333333332,2,8,10,4,8,8,6,4,7,1.3,3.1,6.4,12.4,16.2,20.4,23.8,24.3,20.0,14.4,8.0,3.4,kaggle_worldwide_travel_cities,"Imagine drifting over surreal landscapes in a hot air balloon, where ancient rock formations and vibrant valleys create an otherworldly experience."
Sidi Bou Said,Tunisia,africa,36.8710935,10.3490516,70,20.066666666666666,8,8,6,6,8,4,6,4,7,12.4,13.0,14.8,17.4,20.9,25.7,29.0,28.7,26.0,22.0,17.2,13.7,kaggle_worldwide_travel_cities,"Whitewashed buildings with blue accents overlook the Mediterranean, offering a serene atmosphere filled with gentle sea breezes and vibrant local art."
Tehran,Iran,middle_east,35.6892523,51.3896004,70,18.924999999999997,2,10,6,6,8,6,6,8,7,5.8,8.0,13.0,18.4,24.0,30.0,32.1,30.6,26.7,19.6,11.7,7.2,kaggle_worldwide_travel_cities,"Bustling bazaars and serene parks coexist with historic palaces and modern art scenes, offering a rich tapestry of culture and hospitality."
Byron Bay,Australia,oceania,-28.6483333,153.6177778,135,19.291666666666668,10,6,10,6,8,8,10,4,7,23.3,23.2,22.5,19.8,16.7,14.9,14.4,15.8,17.6,19.4,21.1,22.8,kaggle_worldwide_travel_cities,"A laid-back coastal vibe with stunning beaches, vibrant markets, and lush hinterlands offering a perfect blend of relaxation and adventure."
Port Douglas,Australia,oceania,-16.4845983,145.4636294,240,25.25,10,6,10,4,8,8,8,4,7,27.6,27.3,27.1,26.3,24.2,23.2,22.3,22.5,23.7,25.3,26.3,27.2,kaggle_worldwide_travel_cities,"Tropical breezes, lush rainforests, and the vibrant coral of the Great Barrier Reef create a serene paradise perfect for unwinding and adventure."
Tahiti,French Polynesia,oceania,-17.6873439,-149.4451681,240,26.53333333333333,10,6,10,4,8,8,10,4,7,26.8,27.2,27.4,27.2,26.9,26.0,25.5,25.3,25.7,26.1,27.0,27.3,kaggle_worldwide_travel_cities,"Lush landscapes and tranquil lagoons invite a sense of serenity, where vibrant markets and local flavors add a touch of island warmth."
Santa Cruz de la Sierra,Bolivia,south_america,-17.7834217,-63.1820853,70,25.349999999999994,2,6,8,6,6,6,6,6,7,27.5,27.1,26.7,25.3,22.0,21.0,22.1,24.0,26.4,27.2,27.5,27.4,kaggle_worldwide_travel_cities,"A bustling city with vibrant markets, lush parks, and a warm tropical climate that invites you to explore its lively streets and local flavors."
Montego Bay,Jamaica,north_america,18.4724603,-77.9217357,135,27.53333333333333,10,6,8,8,8,8,6,6,7,26.0,25.9,26.4,27.2,27.9,28.5,29.0,28.9,28.6,28.1,27.2,26.7,kaggle_worldwide_travel_cities,"Golden beaches meet turquoise waters, creating a laid-back vibe where reggae rhythms and the scent of jerk spices fill the air."
Acapulco,Mexico,north_america,16.8680495,-99.8940182,135,28.250000000000004,8,6,6,8,8,8,6,6,7,27.1,27.3,27.4,27.9,29.0,29.1,29.3,29.0,28.8,28.5,28.1,27.5,kaggle_worldwide_travel_cities,"Golden beaches meet vibrant nightlife, where the sound of crashing waves and lively music create an atmosphere that's both thrilling and laid-back."
Manuel Antonio National Park,Costa Rica,north_america,9.3701476,-84.1520793,135,21.258333333333333,10,4,10,4,6,8,6,2,7,20.8,20.8,21.3,21.7,22.2,21.3,21.7,21.3,21.2,21.0,20.9,20.9,kaggle_worldwide_travel_cities,"Lush rainforests meet sandy beaches under a vibrant sun, where playful monkeys and colorful birds create an enchanting, tropical experience."
Kuwait City,Kuwait,middle_east,29.3796532,47.9734174,240,27.66666666666666,6,6,4,6,8,4,6,8,7,14.1,16.2,20.9,26.7,33.3,38.6,40.2,39.4,36.0,29.4,21.4,15.8,kaggle_worldwide_travel_cities,"A modern skyline meets traditional souks, where the aroma of spices and the warmth of the desert sun create an inviting atmosphere."
Uluru,Australia,oceania,-25.3455545,131.0369615,240,23.0,2,8,10,2,6,8,6,2,7,31.1,30.8,28.3,22.2,17.1,13.6,13.6,17.1,21.0,25.2,26.2,29.8,kaggle_worldwide_travel_cities,"The vast, red desert landscape is both humbling and awe-inspiring, with sunsets casting a magical glow over the ancient rock formations."
Lautoka,Fiji,oceania,-17.6043956,177.4530138,135,25.8,8,6,8,4,6,8,8,4,7,27.1,27.4,26.8,26.6,25.1,24.2,24.0,24.0,24.9,25.8,26.7,27.0,kaggle_worldwide_travel_cities,"A vibrant port city where the aroma of sugarcane wafts through the air, blending with the lively sounds of bustling markets."
Nadi,Fiji,oceania,-17.7992725,177.4178549,135,25.8,10,6,10,6,6,8,8,4,7,27.1,27.4,26.8,26.6,25.1,24.2,24.0,24.0,24.9,25.8,26.7,27.0,kaggle_worldwide_travel_cities,"Tropical breezes and vibrant markets greet you, where lush greenery meets sandy beaches, creating a laid-back yet lively atmosphere."
Lausanne,Switzerland,europe,46.5218269,6.6327025,240,10.058333333333334,2,8,8,6,8,6,8,8,7,0.8,3.5,6.0,8.6,12.5,17.6,19.6,19.2,15.0,10.7,5.1,2.1,kaggle_worldwide_travel_cities,"Nestled by the lake, this city charms with its blend of historic architecture, vibrant cultural scene, and stunning alpine views."
Vilamoura,Portugal,europe,37.0759505,-8.1165401,135,18.466666666666665,10,6,8,8,8,6,8,6,7,12.8,13.7,14.6,16.8,19.8,22.0,24.4,24.7,22.4,20.0,16.2,14.2,kaggle_worldwide_travel_cities,"Sun-drenched marina views, vibrant nightlife, and golden beaches create a lively yet relaxed atmosphere perfect for unwinding and enjoying coastal charm."
